TimeStamp;baseValue
638751427575287245;45460.4
638751427575787399;35136.0
638751427576286307;45923.4
638751427576788714;45923.4
638751427577284030;39281.33
638751427577787456;38035.87
638751427578290703;38035.87
638751427578785246;44547.0
638751427579288458;36244.27
638751427579783313;36244.27
638751427580283927;43084.0
638751427580792180;36842.4
638751427581292699;36842.4
638751427581789672;36842.4
638751427582293636;35474.73
638751427582791072;35474.73
638751427583286261;35474.73
638751427583793942;41345.46
638751427584289920;36090.13
638751427584785975;36090.13
638751427585293451;40327.2
638751427585787840;40425.87
638751427586302468;40425.87
638751427586812889;40425.87
638751427587309408;44433.6
638751427587810116;44433.6
638751427588312756;44433.6
638751427588812879;43236.4
638751427589308509;35245.46
638751427589811093;35245.46
638751427590310159;45078.13
638751427590808371;37828.4
638751427591305261;37828.4
638751427591806793;37828.4
638751427592305090;35643.07
638751427593814901;36092.67
638751427594306672;37948.73
638751427594814456;37948.73
638751427595313302;36667.67
638751427711116114;36281.33
638751427711611718;36281.33
638751427712113890;38243.0
638751427712610911;36645.46
638751427713117115;36645.46
638751427713613406;38629.46
638751427714110310;35047.87
638751427714610472;35047.87
638751427715115452;35047.87
638751427715607877;38756.13
638751427716116660;38756.13
638751427716617080;38756.13
638751427717107687;34875.2
638751427717622654;40586.67
638751427718116563;40586.67
638751427718616000;40586.67
638751427719121568;44695.46
638751427719613438;44695.46
638751427720126086;44695.46
638751427720625669;38759.54
638751427721123235;35460.8
638751427721620359;35460.8
638751427722117886;35460.8
638751427722630419;45342.54
638751427723135370;45342.54
638751427723629562;45342.54
638751427724138587;42327.33
638751427724640595;44911.93
638751427725146524;44911.93
638751427725645028;34886.4
638751427726141149;35544.0
638751427726644771;35544.0
638751427727143768;35544.0
638751429078029923;36044.93
638751429078529520;35945.46
638751429079028201;35945.46
638751429079526660;38621.67
638751429080029123;46624.4
638751429080522091;46624.4
638751429081029063;46624.4
638751429081531094;35811.2
638751429082023997;35811.2
638751429082528290;35811.2
638751429083031047;36364.27
638751429083529801;37002.6
638751429084032189;37002.6
638751429084522081;41542.4
638751429085029761;39279.2
638751429085524141;39279.2
638751429086031945;39279.2
638751429086525609;44389.93
638751429087028605;41410.13
638751429087531880;41410.13
638751429088034655;37246.13
638751429088533276;42395.2
638751429089032331;42395.2
638751429089530056;40222.4
638751429090029105;40076.8
638751429090528689;40076.8
638751429091028332;42479.33
638751429091524777;40744.8
638751429092033125;40744.8
638751429092525515;42552.07
638751429093032555;38454.4
638751429093535422;38454.4
638751429094032194;37283.46
638751429094530196;35411.73
638751429095028248;35411.73
638751429095527177;35411.73
638751429096026702;42921.87
638751429096535254;41223.33
638751429097034786;41223.33
638751429097533211;43767.33
638751429098040510;43767.33
638751429098533801;43767.33
638751429099043024;40713.6
638751429099536446;46879.13
638751429100040123;46879.13
638751429100542718;46879.13
638751429101045564;42545.46
638751429101546514;42278.67
638751429102039001;42278.67
638751429102542361;46891.87
638751429103042150;35617.07
638751429103544763;35617.07
638751429104039999;45918.13
638751429104538554;38528.8
638751429105046335;38528.8
638751429105544806;36749.0
638751429106049230;38213.87
638751429106541604;38213.87
638751429107049348;38213.87
638751429107541521;45940.4
638751429108053819;45940.4
638751429108546207;45940.4
638751429109053087;44716.0
638751429109554700;38193.46
638751429110064384;38193.46
638751429110562881;42654.4
638751429111060941;41975.2
638751429111573659;41975.2
638751429112076333;40979.46
638751429112569385;42753.73
638751429113076831;42753.73
638751429113572428;36339.2
638751429114072713;37268.54
638751429114586717;37268.54
638751429115079392;37268.54
638751429115578028;36058.13
638751429116080800;36058.13
638751429116589187;36058.13
638751429117084739;36168.54
638751429220212623;36937.07
638751429220730692;36937.07
638751429221234221;36937.07
638751429221731323;36502.4
638751429222229866;36518.4
638751429222728848;36518.4
638751429223227957;37452.27
638751429223730929;36253.07
638751429224228702;36253.07
638751429224727366;44675.6
638751429225236849;36595.73
638751429225736106;36595.73
638751429226229207;38290.13
638751429226743121;39837.33
638751429227240402;39837.33
638751429227738151;43927.6
638751429228236908;38606.67
638751429228750254;38606.67
638751429229249945;36123.67
638751429229743938;38334.4
638751429230247488;38334.4
638751429230745019;42540.0
638751429231247636;38943.2
638751429231750611;38943.2
638751429232250312;39058.67
638751429232743161;39326.54
638751429233257284;39326.54
638751429233749397;39326.54
638751429234253946;40029.87
638751429234758277;39650.27
638751429235255390;39650.27
638751429235749203;38644.67
638751429236253425;38656.13
638751429236757490;40622.93
638751429237257984;40622.93
638751429237758359;44522.67
638751429238263057;43328.87
638751429238755793;43328.87
638751429239263854;43328.87
638751429239756590;36706.54
638751429240255385;43124.27
638751429240767606;43124.27
638751429241267186;43124.27
638751429241766584;41092.13
638751429242270295;45817.67
638751429242766384;45817.67
638751429243270203;38507.6
638751429243763760;38173.07
638751429244267297;38173.07
638751429244761228;37148.27
638751429245270241;37148.27
638751429245768617;37148.27
638751429246271931;38937.07
638751429246765371;39142.67
638751429247273538;39142.67
638751429247771332;39142.67
638751429248275464;38126.67
638751429248773489;36962.13
638751429249278173;36962.13
638751429249771231;36962.13
638751429250279424;37175.2
638751429250778746;42732.54
638751429251280929;42732.54
638751429251773927;42732.54
638751429252286519;38749.07
638751429252784140;38749.07
638751429253283456;38749.07
638751429253781200;39576.8
638751429254285363;38751.6
638751429254779119;38751.6
638751429255287441;38955.2
638751429255784313;46560.13
638751429256292054;46560.13
638751429256785354;39648.27
638751429360505487;36365.33
638751429360999778;36303.46
638751429361498833;36303.46
638751429362002402;41363.73
638751429362506621;41363.73
638751429362999582;41363.73
638751429363502037;43173.33
638751429364000610;44050.27
638751429364503872;44050.27
638751429365006498;46366.54
638751429365504716;36712.54
638751429365999214;36712.54
638751429366497753;36712.54
638751429367007247;38661.87
638751429367507668;38661.87
638751429368002891;38661.87
638751429368505290;38600.0
638751429368999384;46083.2
638751429369511460;46083.2
638751429370003526;45387.4
638751429370511850;43528.4
638751429371012608;43528.4
638751429371505959;43528.4
638751429372009203;36312.27
638751429372507360;43041.93
638751429373016020;43041.93
638751429373514335;43041.93
638751429374011955;41247.07
638751429374514391;41927.73
638751429375009036;41927.73
638751429375518121;41927.73
638751429376012383;39024.27
638751429376510964;42527.93
638751429377012061;42527.93
638751429377513814;38718.93
638751429378017661;37498.13
638751429378516148;37498.13
638751429379013923;37889.87
638751429379511127;38290.93
638751429380014551;38290.93
638751429380520490;38290.93
638751429381013706;38477.07
638751429381516383;38993.6
638751429382020632;38993.6
638751429382519121;38993.6
638751429383017556;38226.93
638751429383526496;38226.93
638751429384024156;38226.93
638751429384522328;39186.67
638751429385021234;39186.67
638751429385520592;39186.67
638751429386024651;38126.93
638751429386521228;38126.93
638751429387033291;38126.93
638751429387531186;41929.33
638751429388030712;41929.33
638751429388530535;41929.33
638751429389034240;40393.33
638751429389536760;40393.33
638751429390035815;40393.33
638751429390533044;45019.13
638751429391045122;45019.13
638751429391548921;45019.13
638751429392041412;37772.07
638751429392539986;37772.07
638751429393043225;45889.46
638751429393546253;41555.2
638751429394049719;41555.2
638751429394542216;41555.2
638751429395058171;37309.6
638751429395558362;37309.6
638751429396062282;37309.6
638751429396555060;40460.13
638751429397058997;38519.2
638751429397565938;38519.2
638751429398062733;38948.0
638751430748634305;37565.07
638751430749127796;37565.07
638751430749636045;37565.07
638751430750128801;36421.93
638751430750637569;41562.93
638751430751134179;41562.93
638751430751633483;38251.33
638751430752133249;42829.87
638751430752642162;35425.67
638751430753145070;35425.67
638751430753644237;35689.67
638751430754135593;39246.6
638751430754644198;41141.73
638751430755137145;41141.73
638751430755649589;42666.73
638751430756150149;43859.8
638751430756644269;43859.8
638751430757144029;45387.87
638751430757643027;36014.93
638751430758142984;36014.93
638751430758642657;36014.93
638751430759159275;37243.6
638751430759656398;37243.6
638751430760153966;37243.6
638751430760657497;39363.93
638751430761156143;44069.6
638751430761654925;44069.6
638751430762159448;44069.6
638751430762657728;40430.93
638751430763154749;40430.93
638751430763654412;40430.93
638751430764152686;39132.8
638751430764656176;36706.4
638751430765158727;36706.4
638751430765659557;36706.4
638751430766152991;44864.2
638751430766652679;44864.2
638751430767160539;44864.2
638751430767664405;36939.07
638751430768159401;42351.6
638751430768662366;42351.6
638751430769160227;41459.33
638751430769659019;37475.46
638751430770163037;37475.46
638751430770661964;37475.46
638751430771160546;40305.2
638751430771664952;40305.2
638751430772163726;40305.2
638751430772665916;43810.93
638751430773163417;41302.27
638751430773666172;41302.27
638751430774174626;41302.27
638751430774668814;38727.46
638751430775172413;38646.67
638751430775674779;38646.67
638751430776167373;38646.67
638751430776675451;43610.67
638751430777178501;41269.07
638751430777677819;41269.07
638751430778171220;41269.07
638751430778669759;35252.27
638751430779178100;44794.0
638751430779673938;44794.0
638751430780172236;44794.0
638751430780671317;39192.93
638751430781174299;41134.93
638751430781671785;41134.93
638751430782183796;41134.93
638751430782683535;42849.73
638751430783181909;42849.73
638751430783680540;42849.73
638751430784183653;42148.54
638751430784686751;34444.27
638751430785255111;34444.27
638751430785688230;34444.27
638751430786181182;40945.07
638751430786684910;37312.8
638751430787182522;37312.8
638751430787680654;38356.54
638751430788183615;42037.2
638751430788697549;42037.2
638751430789200580;42037.2
638751430789708592;43504.27
638751430790201997;41068.2
638751430790705178;41068.2
638751430791214166;41068.2
638751430791712823;35802.13
638751430792211272;35802.13
638751430792713891;35802.13
638751430890116497;36299.6
638751430890616249;35726.0
638751430891114556;35726.0
638751430891617159;41806.2
638751430892125368;40784.54
638751430892618162;40784.54
638751430893130849;40784.54
638751430893629299;42206.27
638751430894122086;42206.27
638751430894625109;42206.27
638751430895124761;42850.8
638751430895627529;42149.87
638751430896126686;42149.87
638751430896650445;40394.0
638751430897128882;44214.0
638751430897628059;44214.0
638751430898136981;44214.0
638751430898635003;38203.46
638751430899140403;43525.87
638751430899635120;43525.87
638751430900141353;43525.87
638751430900634837;43639.6
638751430901139055;43639.6
638751430901636949;43639.6
638751430902142279;42269.4
638751430902635456;42269.4
638751430903139330;42269.4
638751430903638172;41024.8
638751430904141032;41024.8
638751430904634139;39054.4
638751430905148546;43813.33
638751430905648947;43813.33
638751430906152821;43813.33
638751430906646009;38146.13
638751430907149829;38146.13
638751430907648694;38146.13
638751430908155390;43229.6
638751430908652825;43686.4
638751430909161361;43686.4
638751430909659538;41675.07
638751430910165201;35667.87
638751430910657608;41794.67
638751430911165435;41794.67
638751430911663471;41794.67
638751430912166160;36198.93
638751430912659297;42903.07
638751430913162858;42903.07
638751430913659901;42903.07
638751430914163306;43934.13
638751430914671180;41999.46
638751430915165218;41999.46
638751430915662014;37088.27
638751430916166281;36256.54
638751430916663033;36256.54
638751430917171493;36256.54
638751430917669450;44296.93
638751430918168222;44296.93
638751430918672307;44296.93
638751430919163229;42349.07
638751430919661380;44402.0
638751430920179125;44402.0
638751430920672556;40775.33
638751430921179027;40237.07
638751430921674020;40237.07
638751430922178574;40237.07
638751430922676198;42953.46
638751430923171400;42953.46
638751430923674386;42953.46
638751430924178043;41097.33
638751430924676898;41097.33
638751430925174774;41097.33
638751430925672742;37760.27
638751430926181095;37760.27
638751430926672665;37760.27
638751430927177339;40777.07
638751430927690866;40045.6
638751430928186976;40045.6
638751430928705450;41466.0
638751430929199724;36964.13
638751430929718330;36964.13
638751430930216460;36964.13
638751430930719483;34812.0
638751430931217279;41567.07
638751430931715370;41567.07
638751430932217786;41567.07
638751430932717782;40976.73
638751431026817876;36606.27
638751431027317830;36606.27
638751431027815412;34912.13
638751431028815853;35311.73
638751431029318661;35311.73
638751431029820312;36130.67
638751431030320356;42342.0
638751431030817635;42342.0
638751431031316511;42342.0
638751431031819299;35036.27
638751431032316276;35036.27
638751431032820179;35036.27
638751431033317872;34886.8
638751431033816097;34886.8
638751431034320290;34886.8
638751431034819980;35878.27
638751431035318518;37034.4
638751431035816387;37034.4
638751431036319929;38704.27
638751431036818831;36401.2
638751431037316374;36401.2
638751431037824172;36401.2
638751431038320255;43890.4
638751431038823079;43890.4
638751431039323481;43890.4
638751431039845867;43497.87
638751431040324645;38886.54
638751431040817607;38886.54
638751431041317065;38886.54
638751431041821004;39397.87
638751431042320768;42362.93
638751431042823793;42362.93
638751431043322248;42362.93
638751431043818539;36056.0
638751431044320954;36056.0
638751431044820048;36056.0
638751431045323011;41205.07
638751431045825416;41205.07
638751431046328494;41205.07
638751431046826158;42875.2
638751431047331163;40696.27
638751431047831144;40696.27
638751431048334003;40696.27
638751431048827060;38926.93
638751431049334844;38926.93
638751431049832221;38926.93
638751431050335730;44128.13
638751431050833247;44128.13
638751431051327381;44128.13
638751431051830434;35083.46
638751431052329646;35083.46
638751431052832284;35083.46
638751431053339844;35339.46
638751431053838785;38837.07
638751431054340503;38837.07
638751431054849222;42461.2
638751431055343593;42461.2
638751431055861856;42461.2
638751431056357403;34930.27
638751431056860814;34930.27
638751431057362401;35425.46
638751431057854934;34789.54
638751431058363042;34789.54
638751431058860259;35844.93
638751431059374519;37509.07
638751431059872644;37509.07
638751431060376460;37509.07
638751431060875033;42920.0
638751431061377669;41339.87
638751431061870991;41339.87
638751431062374187;41339.87
638751431062867690;34654.8
638751431063377198;34654.8
638751431063874647;34654.8
638751431064377827;40181.07
638751431064869743;39385.6
638751431065373389;39385.6
638751431065870491;35007.6
638751431066371689;34419.73
638751431066869459;34419.73
638751431067388764;36897.6
638751431067884158;42311.07
638751431068391838;42311.07
638751431068890001;42311.07
638751431069388693;43524.27
638751432433218199;35988.0
638751432434753209;36011.73
638751432435223262;36705.46
638751432435734629;36705.46
638751432436231435;36261.67
638751432436731947;34657.87
638751432437231142;34657.87
638751432437738238;34343.6
638751432439742734;34946.6
638751432440246921;34946.6
638751432440741691;34458.67
638751432442243924;35909.6
638751432442743039;35909.6
638751432443245256;35286.0
638751432443737475;37943.73
638751432444251199;37943.73
638751432444747816;35530.0
638751432445253589;34594.13
638751432445747464;34594.13
638751432446256112;34594.13
638751432446755104;37109.33
638751432447265670;37109.33
638751432447758987;37109.33
638751432448266883;36673.33
638751432448767590;36429.46
638751432449261593;36429.46
638751432449766847;38065.07
638751432450266781;35883.73
638751432450761874;35883.73
638751432451267423;35883.73
638751432451765060;36387.33
638751432452269089;36387.33
638751432452769747;36934.0
638751432453275730;40821.2
638751432453771229;40821.2
638751432454275712;38670.07
638751432454769004;35013.87
638751432455268243;35013.87
638751432455768013;40541.07
638751432456269130;40541.07
638751432456783152;40541.07
638751432457282683;38033.2
638751432457775626;38033.2
638751432458277100;41859.8
638751432458775047;36158.0
638751432459280649;36158.0
638751432459777061;36158.0
638751432460281460;38953.33
638751432460778001;38953.33
638751432461279902;38953.33
638751432461785617;38851.46
638751432462281711;38851.46
638751432462794591;38851.46
638751432463294369;38089.07
638751432463788544;39788.8
638751432464307450;39788.8
638751432464801363;38504.73
638751432465306732;38513.87
638751432465799286;38513.87
638751432466306296;38513.87
638751432468806815;34556.54
638751432469314892;34556.54
638751432575115598;39748.54
638751432575616065;39748.54
638751432576114950;39748.54
638751432576621901;34406.67
638751432577119890;34406.67
638751432577614885;34406.67
638751432578120357;35014.54
638751432578624777;35014.54
638751432579119787;35014.54
638751432580125774;34345.73
638751432580619695;34345.73
638751432581116529;36323.13
638751432583121939;39110.27
638751432583619924;34816.27
638751432584119029;34816.27
638751432584627080;34816.27
638751432586119286;34801.8
638751432586624142;37936.07
638751432587127811;37936.07
638751432587618857;37936.07
638751432588130086;34555.46
638751432588623834;34555.46
638751432589132758;34555.46
638751432589636907;34687.2
638751432590133663;39614.4
638751432590634467;39614.4
638751432591133671;39614.4
638751432591634358;34838.27
638751432592134047;34838.27
638751432592636750;34838.27
638751432593133354;34698.13
638751432593635027;34801.6
638751432594133578;34801.6
638751432594637452;34801.6
638751432595136191;36107.73
638751432595633970;36107.73
638751432596150549;36107.73
638751432596648477;35108.27
638751432597150774;35108.27
638751432597648664;35108.27
638751432598149142;36841.07
638751432598642169;35115.46
638751432599144663;35115.46
638751432599643186;35115.46
638751432601646426;36184.27
638751432602149467;36184.27
638751432602647717;36184.27
638751432603146089;35958.13
638751432603649870;35958.13
638751432604152419;35958.13
638751432606145852;34782.93
638751432606648877;34782.93
638751432607146635;34782.93
638751432607649957;38579.33
638751432608147257;38579.33
638751432608649746;38250.4
638751432609149014;34860.0
638751432609643764;34860.0
638751432610150502;34860.0
638751432727110296;36315.2
638751432727608621;36315.2
638751432732616109;35990.13
638751432733114230;35990.13
638751432733608021;35990.13
638751432738111511;34595.6
638751432744117381;35056.13
