UnixTimestamp;Microseconds;MilliAmpere;BaseValue
1737035580.581;146;20.00;37617.07
1737035580.628;146;20.00;37617.07
1737035580.678;146;20.00;37617.07
1737035580.779;165;20.00;44438.40
1737035580.829;165;20.00;44438.40
1737035580.928;154;20.00;40520.27
1737035580.979;154;20.00;40520.27
1737035581.030;154;20.00;40520.27
1737035581.079;166;20.00;44517.73
1737035581.129;166;20.00;44517.73
1737035581.180;166;20.00;44517.73
1737035581.230;164;20.00;43901.46
1737035581.279;160;20.00;42519.20
1737035581.330;160;20.00;42519.20
1737035581.380;155;20.00;41008.54
1737035581.430;149;20.00;38710.00
1737035581.480;149;20.00;38710.00
1737035581.530;149;20.00;38710.00
1737035581.580;161;20.00;43041.73
1737035581.630;161;20.00;43041.73
1737035581.680;161;20.00;43041.73
1737035581.730;163;20.00;43660.80
1737035581.781;163;20.00;43660.80
1737035581.831;163;20.00;43660.80
1737035581.881;153;20.00;40161.54
1737035581.931;153;20.00;40161.54
1737035581.981;153;20.00;40161.54
1737035582.031;165;20.00;44324.07
1737035582.081;165;20.00;44324.07
1737035582.131;165;20.00;44324.07
1737035582.181;154;20.00;40433.87
1737035582.232;151;20.00;39575.20
1737035582.282;151;20.00;39575.20
1737035582.331;159;20.00;42253.93
1737035582.382;157;20.00;41537.46
1737035582.433;157;20.00;41537.46
1737035582.482;154;20.00;40633.73
1737035582.532;154;20.00;40633.73
1737035582.582;154;20.00;40633.73
1737035582.632;162;20.00;43264.80
1737035582.683;162;20.00;43264.80
1737035582.733;162;20.00;43264.80
1737035582.782;145;20.00;37379.46
1737035582.833;145;20.00;37379.46
1737035582.882;145;20.00;37379.46
1737035582.933;165;20.00;44228.87
1737035582.983;165;20.00;44228.87
1737035583.033;165;20.00;44228.87
1737035583.083;152;20.00;39685.27
1737035583.133;152;20.00;39685.27
1737035583.183;152;20.00;39685.27
1737035583.234;151;20.00;39601.60
1737035583.284;151;20.00;39601.60
1737035583.334;152;20.00;39695.20
1737035583.384;159;20.00;42186.54
1737035583.434;159;20.00;42186.54
1737035583.484;158;20.00;41975.20
1737035583.534;138;20.00;34938.93
1737035583.585;138;20.00;34938.93
1737035583.635;138;20.00;34938.93
1737035583.684;161;20.00;42942.93
1737035583.735;161;20.00;42942.93
1737035583.784;161;20.00;42942.93
1737035583.835;159;20.00;42073.60
1737035593.681;147;20.00;38006.60
1737035593.731;147;20.00;38006.60
1737035593.781;147;20.00;38097.07
1737035593.832;147;20.00;38002.40
1737035593.881;147;20.00;38002.40
1737035593.932;143;20.00;36898.67
1737035593.982;142;20.00;36345.60
1737035594.031;142;20.00;36345.60
1737035594.081;165;20.00;44138.40
1737035594.131;160;20.00;42442.67
1737035594.181;160;20.00;42442.67
1737035594.232;153;20.00;40139.33
1737035594.282;149;20.00;38962.93
1737035594.331;149;20.00;38962.93
1737035594.382;163;20.00;43507.40
1737035594.431;163;20.00;43507.40
1737035594.482;163;20.00;43507.40
1737035594.533;166;20.00;44560.73
1737035594.582;166;20.00;44560.73
1737035594.633;166;20.00;44560.73
1737035594.683;163;20.00;43788.07
1737035594.733;163;20.00;43788.07
1737035594.782;159;20.00;42126.00
1737035594.833;141;20.00;35888.73
1737035594.882;141;20.00;35888.73
1737035594.933;141;20.00;35888.73
1737035594.982;163;20.00;43536.54
1737035595.033;163;20.00;43536.54
1737035595.083;163;20.00;43665.07
1737035595.134;152;20.00;39828.13
1737035595.183;152;20.00;39828.13
1737035595.233;152;20.00;39828.13
1737035595.284;163;20.00;43544.27
1737035595.334;163;20.00;43544.27
1737035595.383;167;20.00;44889.46
1737035595.434;168;20.00;45420.46
1737035595.484;168;20.00;45420.46
1737035595.534;168;20.00;45420.46
1737035595.584;151;20.00;39593.20
1737035595.634;151;20.00;39593.20
1737035595.683;151;20.00;39593.20
1737035595.734;167;20.00;45052.93
1737035595.784;172;20.00;46790.00
1737035595.834;172;20.00;46790.00
1737035595.884;164;20.00;43952.80
1737035595.934;164;20.00;43952.80
1737035595.984;164;20.00;43952.80
1737035596.034;152;20.00;39776.54
1737035596.084;152;20.00;39776.54
1737035596.134;152;20.00;39776.54
1737035596.184;150;20.00;39089.54
1737035596.235;156;20.00;41207.93
1737035596.285;156;20.00;41207.93
1737035596.336;161;20.00;42925.20
1737035596.385;167;20.00;45140.27
1737035596.435;167;20.00;45140.27
1737035596.485;166;20.00;44599.33
1737035596.536;166;20.00;44599.33
1737035596.586;166;20.00;44599.33
1737035596.636;173;20.00;47046.93
1737035596.686;173;20.00;47046.93
1737035596.736;173;20.00;47046.93
1737035596.787;158;20.00;42044.40
1737035596.836;158;20.00;42044.40
1737035596.888;155;20.00;40699.46
1737035596.938;139;20.00;35231.60
1737035596.988;139;20.00;35231.60
1737035597.038;149;20.00;38779.73
1737035597.088;141;20.00;35958.93
1737035597.137;141;20.00;35958.93
1737035597.187;168;20.00;45264.27
1737035597.238;159;20.00;42345.33
1737035597.288;159;20.00;42345.33
1737035597.337;146;20.00;37633.33
1737035606.747;151;20.00;39591.87
1737035606.798;147;20.00;38018.60
1737035606.847;147;20.00;38018.60
1737035606.897;163;20.00;43559.60
1737035606.947;163;20.00;43559.60
1737035606.998;162;20.00;43287.00
1737035607.047;165;20.00;44326.27
1737035607.098;165;20.00;44326.27
1737035607.148;151;20.00;39567.46
1737035607.198;158;20.00;41945.33
1737035607.248;158;20.00;41945.33
1737035607.298;144;20.00;37011.73
1737035607.348;154;20.00;40352.54
1737035607.398;154;20.00;40352.54
1737035607.448;153;20.00;40290.54
1737035607.498;151;20.00;39620.00
1737035607.548;151;20.00;39620.00
1737035607.599;165;20.00;44387.33
1737035607.649;165;20.00;44387.33
1737035607.700;165;20.00;44387.33
1737035607.749;138;20.00;34897.33
1737035607.799;140;20.00;35638.67
1737035607.849;140;20.00;35638.67
1737035607.899;157;20.00;41487.20
1737035607.950;157;20.00;41487.20
1737035608.000;157;20.00;41487.20
1737035608.050;138;20.00;35112.80
1737035608.099;159;20.00;42352.54
1737035608.149;159;20.00;42352.54
1737035608.200;150;20.00;39006.13
1737035608.250;150;20.00;39078.93
1737035608.300;150;20.00;39078.93
1737035608.350;153;20.00;40153.07
1737035608.500;162;20.00;43347.07
1737035608.650;143;20.00;36804.93
1737035609.605;141;20.00;36047.54
1737035609.655;141;20.00;36047.54
1737035609.704;138;20.00;35016.67
1737035609.754;141;20.00;35924.13
1737035609.804;141;20.00;35924.13
1737035609.854;143;20.00;36625.33
1737035609.905;143;20.00;36625.33
1737035609.954;143;20.00;36625.33
1737035610.004;153;20.00;40255.46
1737035610.054;153;20.00;40255.46
1737035610.105;153;20.00;40255.46
1737035943.619;149;10.00;38682.13
1737035943.670;151;10.00;39546.80
1737035943.720;151;10.00;39546.80
1737035943.769;142;10.00;36366.00
1737035943.819;150;10.00;39244.27
1737035943.871;150;10.00;39244.27
1737035943.920;139;10.00;35241.07
1737035943.971;147;10.00;38172.67
1737035944.021;147;10.00;38172.67
1737035944.070;147;10.00;38172.67
1737035944.121;155;10.00;40844.27
1737035944.171;155;10.00;40844.27
1737035944.221;155;10.00;40844.27
1737035944.272;162;10.00;43250.60
1737035944.323;151;10.00;39489.07
1737035944.372;151;10.00;39489.07
1737035944.422;142;10.00;36375.46
1737035944.472;143;10.00;36874.13
1737035944.522;143;10.00;36874.13
1737035944.573;148;10.00;38504.13
1737035944.622;150;10.00;39227.46
1737035944.672;150;10.00;39227.46
1737035944.723;139;10.00;35334.27
1737035944.774;139;10.00;35334.27
1737035944.823;139;10.00;35334.27
1737035944.874;174;10.00;47387.20
1737035944.924;163;10.00;43654.80
1737035944.973;163;10.00;43654.80
1737035945.023;163;10.00;43654.80
1737035945.074;159;10.00;42262.27
1737035945.124;162;10.00;43172.27
