UnixTimestamp;Microseconds;MilliAmpere;BaseValue
1724411916.199;200;50.00
1724411916.247;200;50.00
1724411916.297;200;50.00
1724411916.347;200;50.00
1724411916.397;200;50.00
1724411916.447;200;50.00
1724411916.497;200;50.00
1724411916.548;200;50.00
1724411916.598;200;50.00
1724411916.648;200;50.00
1724411916.698;200;50.00
1724411916.748;200;50.00
1724411916.797;200;50.00
1724411916.848;200;50.00
1724411916.898;200;50.00
1724411916.948;200;50.00
1724411916.998;200;50.00
1724411917.048;200;50.00
1724411917.098;200;50.00
1724411917.148;200;50.00
1724411917.198;200;50.00
1724411921.890;525;0.00;54729.87
1724411921.946;525;0.00;54729.87
1724411921.993;525;0.00;52334.46
1724411922.043;525;0.00;52334.46
1724411922.094;525;0.00;56876.27
1724411922.143;525;0.00;56876.27
1724411922.194;525;0.00;53378.40
1724411922.244;525;0.00;53378.40
1724411922.293;525;0.00;54007.00
1724411922.344;525;0.00;54007.00
1724411922.394;525;0.00;53217.00
1724411922.444;525;0.00;53217.00
1724411922.495;525;0.00;56017.07
1724411922.544;525;0.00;56017.07
1724411922.595;525;0.00;53956.27
1724411922.645;525;0.00;56168.20
1724411922.696;525;0.00;55114.93
1724411922.746;525;0.00;56700.40
1724411922.796;525;0.00;56700.40
1724411922.847;525;0.00;52297.27
1724411922.897;525;0.00;52297.27
1724411922.947;525;0.00;56968.50
1724411922.997;525;0.00;56968.50
1724411923.051;525;0.00;56224.93
1724411923.099;525;0.00;56224.93
1724411923.148;525;0.00;53824.33
1724411923.199;525;0.00;56968.50
1724411923.249;525;0.00;53593.80
1724411923.300;525;0.00;53593.80
1724411923.349;525;0.00;56928.13
1724411923.400;525;0.00;56928.13
1724411923.450;525;0.00;52761.00
1724411923.499;525;0.00;52761.00
1724411923.551;525;0.00;56968.50
1724411923.602;525;0.00;56968.50
1724411923.651;525;0.00;54690.60
1724411923.701;525;0.00;54690.60
1724411923.751;525;0.00;55985.54
1724411923.801;525;0.00;55985.54
1724411923.851;525;0.00;54919.93
1724411923.902;525;0.00;56968.50
1724411923.952;525;0.00;56968.50
1724411924.002;525;0.00;52432.46
1724411924.052;525;0.00;52432.46
1724411924.102;525;0.00;55198.40
1724411924.152;525;0.00;55198.40
1724411924.202;525;0.00;53550.80
1724411924.258;525;0.00;53550.80
1724411924.306;525;0.00;55441.33
1724411924.356;525;0.00;55441.33
1724411924.407;525;0.00;56869.40
1724411924.457;525;0.00;56869.40
1724411924.507;525;0.00;53357.80
1724411924.558;525;0.00;56688.20
1724411924.607;525;0.00;52941.07
1724411924.657;525;0.00;52941.07
1724411924.707;525;0.00;56784.54
1724411924.757;525;0.00;51826.00
1724411924.807;525;0.00;56968.50
1724411924.858;525;0.00;52824.87
1724411924.907;525;0.00;51537.73
1724411929.459;525;0.00;53026.67
1724411929.508;525;0.00;53026.67
1724411929.558;525;0.00;56968.50
1724411929.608;525;0.00;54248.07
1724411929.658;525;0.00;54248.07
1724411929.708;525;0.00;54553.60
1724411929.759;525;0.00;54553.60
1724411929.808;525;0.00;54618.33
1724411929.859;525;0.00;54618.33
1724411929.909;525;0.00;52886.33
1724411929.960;525;0.00;52886.33
1724411930.009;525;0.00;55118.87
1724411930.060;525;0.00;55118.87
1724411930.110;525;0.00;56968.50
1724411930.160;525;0.00;56968.50
1724411930.210;525;0.00;55193.46
1724411930.260;525;0.00;55193.46
1724411930.310;525;0.00;54862.20
1724411930.360;525;0.00;54862.20
