UnixTimestamp;Microseconds;MilliAmpere;BaseValue
1736253209.884;50;16.91;51676.33
1736253209.931;50;17.42;53917.93
1736253209.981;50;17.42;53917.93
1736253210.031;50;16.95;51860.73
1736253210.082;50;16.95;51860.73
1736253210.131;50;17.05;52311.27
1736253210.181;50;17.05;52311.27
1736253210.231;50;16.64;50497.46
1736253210.282;50;17.27;53244.07
1736253210.332;50;17.27;53244.07
1736253210.382;50;16.79;51155.73
1736253210.432;50;16.79;51155.73
1736253210.482;50;17.15;52719.73
1736253210.531;50;17.15;52719.73
1736253210.583;50;17.10;52504.20
1736253210.633;50;17.24;53153.07
1736253210.683;50;17.24;53153.07
1736253210.733;50;16.71;50821.00
1736253210.784;50;17.47;54130.80
1736253210.833;50;17.47;54130.80
1736253210.884;50;16.82;51293.13
1736253210.933;50;16.82;51293.13
1736253210.984;50;17.24;53121.93
1736253211.034;50;17.24;53121.93
1736253211.084;50;16.94;51800.60
1736253211.134;50;16.63;50463.46
1736253211.184;50;16.63;50463.46
1736253211.234;50;17.05;52294.27
1736253211.284;50;17.05;52294.27
1736253211.333;50;16.78;51133.20
1736253211.384;50;16.88;51559.00
1736253211.434;50;16.88;51559.00
1736253211.484;50;16.80;51219.13
1736253211.534;50;16.80;51219.13
1736253211.584;50;16.64;50489.13
1736253211.634;50;16.64;50489.13
1736253211.684;50;16.68;50663.67
1736253211.734;50;17.04;52272.73
1736253211.784;50;17.04;52272.73
1736253211.834;50;17.02;52166.46
1736253211.884;50;17.17;52816.33
1736253211.934;50;17.17;52816.33
1736253211.984;50;17.22;53055.20
1736253212.034;50;17.22;53055.20
1736253212.083;50;16.94;51830.54
1736253212.134;50;16.94;51830.54
1736253212.184;50;16.94;51830.54
1736253212.234;50;17.29;53352.20
1736253212.284;50;17.29;53352.20
1736253212.334;50;17.29;53352.20
1736253212.384;50;17.09;52483.33
1736253212.433;50;17.09;52483.33
1736253212.484;50;16.67;50629.46
1736253212.533;50;16.67;50629.46
1736253212.584;50;16.93;51771.27
1736253212.634;50;17.32;53461.87
1736253212.684;50;17.32;53461.87
1736253212.733;50;17.49;54209.00
1736253212.784;50;17.49;54209.00
1736253212.834;50;17.11;52559.33
1736253212.884;50;16.58;50230.00
1736253212.939;50;16.58;50230.00
1736253212.984;50;17.07;52399.40
1736253213.034;50;17.14;52694.60
1736253213.083;50;17.14;52694.60
1736253213.134;50;16.81;51247.93
1736253213.184;50;17.08;52442.40
1736253213.234;50;17.08;52442.40
1736253213.283;50;16.69;50719.80
1736253213.334;50;16.69;50719.80
1736253213.384;50;17.47;54125.00
1736253213.434;50;17.01;52107.67
1736253213.484;50;17.01;52107.67
1736253213.534;50;16.70;50769.13
1736253213.584;50;16.70;50749.13
1736253213.634;50;16.70;50749.13
1736253221.556;50;16.85;51400.80
1736253221.607;50;17.47;54159.54
1736253221.657;50;17.47;54159.54
1736253221.706;50;16.97;51947.33
1736253221.756;50;17.32;53498.00
1736253221.806;50;17.32;53498.00
1736253221.857;50;16.96;51909.07
1736253221.907;50;16.96;51909.07
1736253221.956;50;16.95;51864.93
1736253222.006;50;17.25;53193.46
1736253222.056;50;17.25;53193.46
1736253222.107;50;16.82;51288.20
1736253222.156;50;16.85;51420.00
1736253222.207;50;16.85;51420.00
1736253222.256;50;16.94;51820.40
1736253222.306;50;16.94;51820.40
1736253222.358;50;16.94;51820.40
1736253222.408;50;16.74;50934.13
1736253222.457;50;16.74;50934.13
1736253222.508;50;16.74;50934.13
1736253222.557;50;17.14;52698.13
1736253222.607;50;17.14;52698.13
1736253222.657;50;17.33;53521.00
1736253222.707;50;17.33;53521.00
1736253222.757;50;17.33;53521.00
1736253222.808;50;17.19;52913.33
1736253222.857;50;17.19;52913.33
1736253222.908;50;17.19;52913.33
1736253222.959;50;16.80;51184.87
1736253223.009;50;16.80;51184.87
1736253223.058;50;17.29;53337.60
1736253223.108;50;17.30;53381.46
1736253223.158;50;17.30;53381.46
1736253223.209;50;17.20;52966.73
1736253223.258;50;17.21;53002.40
1736253223.309;50;17.21;53002.40
1736253223.359;50;16.91;51680.73
1736253223.409;50;16.69;50721.87
1736253223.459;50;16.69;50721.87
1736253223.509;50;17.51;54300.73
1736253223.559;50;17.02;52167.27
1736253223.609;50;17.02;52167.27
1736253223.659;50;16.63;50438.54
1736253223.709;50;17.18;52858.87
1736253223.759;50;17.18;52858.87
1736253223.809;50;16.70;50751.87
1736253223.859;50;16.70;50751.87
1736253223.909;50;16.70;50751.87
1736253223.959;50;16.97;51957.60
1736253224.009;50;16.97;51957.60
1736253224.060;50;16.95;51839.40
1736253224.111;50;17.11;52546.73
1736253224.160;50;17.11;52546.73
1736253224.211;50;16.78;51095.07
1736253224.260;50;17.11;52567.07
1736253224.311;50;17.11;52567.07
1736253224.360;50;16.64;50500.54
1736253224.411;50;16.58;50242.00
1736253224.460;50;16.58;50242.00
1736253224.511;50;16.98;51984.73
1736253224.560;50;16.98;51984.73
1736253224.610;50;16.91;51675.67
1736253224.661;50;17.15;52724.00
1736253224.711;50;17.15;52724.00
1736253224.761;50;16.86;51465.54
1736253224.811;50;16.59;50286.40
1736253224.862;50;16.59;50286.40
1736253224.911;50;16.59;50286.40
1736253224.963;50;17.42;53909.54
1736253225.013;50;17.42;53909.54
1736253225.063;50;17.21;53006.07
1736253225.114;50;17.47;54162.60
1736253225.163;50;17.47;54162.60
1736253225.213;50;17.05;52302.73
1736253225.264;50;17.46;54081.13
1736253225.313;50;17.46;54081.13
1736253225.364;50;16.88;51560.07
1736253225.413;50;16.88;51560.07
1736253225.464;50;16.88;51560.07
1736253225.513;50;17.16;52784.00
1736253225.564;50;17.16;52784.00
1736253225.613;50;17.16;52784.00
1736253235.889;50;18.00;56467.00
1736253235.940;50;16.77;51048.46
1736253235.990;50;16.86;51478.60
1736253236.041;50;16.86;51478.60
1736253236.091;50;16.84;51360.67
1736253236.140;50;17.16;52766.07
1736253236.190;50;17.04;52271.87
1736253236.240;50;17.04;52271.87
1736253236.290;50;16.89;51582.93
1736253236.340;50;16.89;51592.46
1736253236.390;50;16.89;51592.46
1736253236.441;50;16.89;51592.46
1736253236.490;50;16.92;51744.67
1736253236.540;50;16.92;51744.67
1736253236.590;50;16.92;51744.67
1736253236.640;50;16.99;52028.07
1736253236.690;50;16.99;52028.07
1736253236.741;50;16.99;52028.07
1736253236.790;50;16.64;50507.40
1736253236.840;50;17.16;52772.60
1736253236.891;50;17.16;52772.60
1736253236.941;50;17.16;52772.60
1736253236.991;50;17.12;52609.40
1736253237.041;50;17.12;52609.40
1736253237.091;50;17.12;52609.40
1736253237.141;50;16.78;51108.67
1736253237.191;50;16.80;51200.40
1736253237.241;50;16.80;51200.40
1736253237.292;50;16.80;51200.40
1736253237.341;50;17.42;53925.80
1736253237.392;50;16.76;51029.00
1736253237.441;50;16.76;51029.00
1736253237.492;50;16.76;51029.00
1736253237.542;50;16.76;51029.00
1736253237.591;50;17.02;52145.13
1736253237.642;50;16.93;51759.40
1736253237.692;50;16.93;51759.40
1736253237.742;50;16.93;51759.40
1736253237.792;50;17.51;54322.00
1736253237.843;50;17.32;53484.67
1736253237.892;50;17.49;54208.40
1736253237.942;50;17.49;54208.40
1736253237.992;50;16.79;51151.54
1736253238.042;50;16.91;51696.00
1736253238.092;50;16.91;51696.00
1736253238.142;50;16.91;51696.00
1736253238.193;50;16.88;51563.80
1736253238.242;50;17.24;53143.13
1736253238.293;50;17.24;53143.13
1736253238.344;50;17.24;53143.13
1736253238.393;50;16.78;51131.54
1736253238.444;50;17.47;54135.33
1736253238.493;50;17.47;54135.33
1736253238.544;50;17.47;54135.33
1736253238.595;50;17.20;52955.07
1736253238.644;50;17.01;52101.46
1736253238.694;50;17.16;52774.00
1736253238.744;50;17.16;52774.00
1736253238.793;50;16.99;52027.54
1736253238.844;50;16.78;51095.60
1736253238.894;50;16.78;51095.60
1736253238.944;50;16.78;51095.60
1736253238.993;50;17.43;53983.46
1736253239.044;50;17.43;53983.46
1736253239.093;50;17.43;53983.46
1736253239.144;50;17.16;52775.00
1736253239.193;50;16.83;51350.73
1736253239.244;50;16.83;51350.73
1736253239.294;50;16.68;50676.93
1736253239.344;50;16.90;51640.07
1736253239.394;50;16.90;51640.07
1736253239.444;50;16.90;51640.07
1736253239.494;50;16.77;51069.20
1736253239.544;50;16.77;51069.20
1736253239.595;50;16.77;51069.20
1736253239.644;50;17.43;53945.54
1736253239.695;50;17.43;53945.54
1736253239.744;50;17.43;53945.54
1736253239.795;50;17.45;54060.87
1736253239.845;50;17.48;54182.93
1736253239.894;50;17.48;54182.93
1736253239.944;50;17.48;54182.93
1736253239.994;50;17.15;52758.33
1736253240.044;50;17.15;52758.33
1736253240.094;50;17.15;52758.33
1736253240.144;50;16.95;51855.80
1736253240.194;50;16.75;50975.54
1736253240.244;50;16.75;50975.54
1736253240.294;50;16.75;50975.54
1736253240.345;50;17.29;53361.27
1736253240.395;50;16.71;50827.46
1736253240.445;50;16.71;50827.46
1736253240.495;50;16.71;50827.46
1736253240.544;50;17.04;52264.07
1736253240.595;50;17.00;52072.67
1736253240.645;50;17.00;52072.67
1736253240.695;50;17.00;52072.67
1736253240.745;50;16.74;50946.20
1736253240.795;50;17.10;52499.20
1736253240.845;50;17.10;52499.20
1736253240.895;50;17.10;52499.20
1736253240.945;50;16.97;51928.00
1736253240.995;50;16.86;51471.00
1736253241.045;50;16.86;51471.00
1736253241.095;50;16.78;51131.07
1736253241.145;50;16.88;51544.60
1736253241.195;50;16.84;51362.80
1736253241.246;50;16.84;51362.80
