UnixTimestamp;Microseconds;MilliAmpere;BaseValue
1724081760.807;200;2.00
1724081760.855;200;2.00
1724081760.906;200;2.00
1724081760.956;200;2.00
1724081761.006;200;2.00
1724081761.056;200;2.00
1724081761.106;200;2.00
1724081761.156;200;2.00
1724081761.206;200;2.00
1724081761.256;200;2.00
1724081761.306;200;2.00
1724081761.356;200;2.00
1724081761.406;200;2.00
1724081761.456;200;2.00
1724081761.506;200;2.00
1724081761.556;200;2.00
1724081761.606;200;2.00
1724081761.656;200;2.00
1724081761.706;200;2.00
1724081761.756;200;2.00
1724081761.806;200;2.00
1724081761.856;200;2.00
1724081761.906;200;2.00
1724081780.035;200;10.00;93424.00
1724081780.085;200;10.00;93424.00
1724081780.135;200;19.00;47219.00
1724081780.185;200;18.00;211.00
1724081780.235;200;18.00;211.00
1724081780.285;200;9.00;310966.00
1724081780.336;200;9.00;310966.00
1724081780.386;200;9.00;310966.00
1724081780.436;200;15.00;20475.00
1724081780.486;200;15.00;20475.00
1724081780.537;200;15.00;20475.00
1724081780.586;200;10.00;21351.00
1724081780.636;200;10.00;21351.00
1724081780.686;200;10.00;21351.00
1724081780.736;200;9.00;952924.00
1724081780.786;200;9.00;952924.00
1724081780.836;200;9.00;756662.00
1724081780.886;200;14.00;17785.00
1724081780.936;200;14.00;17785.00
1724081780.986;200;13.00;73191.00
1724081781.036;200;13.00;81633.00
1724081781.086;200;13.00;81633.00
1724081781.136;200;17.00;34306.00
1724081781.186;200;17.00;34306.00
1724081781.236;200;17.00;34306.00
1724081781.286;200;17.00;43403.00
1724081781.335;200;17.00;43403.00
1724081781.385;200;17.00;43403.00
1724081781.436;200;12.00;16616.00
1724081781.485;200;12.00;16616.00
1724081781.536;200;12.00;16616.00
1724081781.586;200;9.00;377367.00
1724081781.636;200;9.00;377367.00
1724081781.686;200;9.00;377367.00
1724081781.736;200;10.00;65687.00
1724081781.786;200;10.00;65687.00
1724081781.836;200;10.00;65687.00
1724081781.892;200;10.00;98692.00
1724081781.936;200;10.00;98692.00
1724081781.986;200;10.00;63801.00
1724081782.036;200;17.00;505.00
1724081782.086;200;17.00;505.00
1724081782.136;200;15.00;93639.00
1724081782.186;200;17.00;95452.00
1724081782.236;200;17.00;95452.00
1724081782.286;200;17.00;52904.00
1724081782.336;200;17.00;52904.00
1724081782.386;200;17.00;52904.00
