UnixTimestamp;Microseconds;MilliAmpere;BaseValue
1724156226.596;200;5.00
1724156226.644;200;5.00
1724156226.696;200;5.00
1724156226.746;200;5.00
1724156226.796;200;5.00
1724156226.846;200;5.00
1724156226.896;200;5.00
1724156226.945;200;5.00
1724156226.996;200;5.00
1724156227.046;200;5.00
1724156227.096;200;5.00
1724156227.146;200;5.00
1724156227.196;200;5.00
1724156227.246;200;5.00
1724156227.295;200;5.00
1724156227.346;200;5.00
1724156227.396;200;5.00
1724156227.445;200;5.00
1724156227.495;200;5.00
1724156227.545;200;5.00
1724156227.595;200;5.00
1724156227.645;200;5.00
1724156227.695;200;5.00
1724156227.745;200;5.00
1724156227.795;200;5.00
1724156227.845;200;5.00
1724156227.895;200;5.00
1724156227.945;200;5.00
1724156227.995;200;5.00
1724156228.045;200;5.00
1724156228.095;200;5.00
1724156228.145;200;5.00
1724156228.196;200;5.00
1724156228.246;200;5.00
1724156228.296;200;5.00
1724156228.346;200;5.00
1724156228.396;200;5.00
1724156228.446;200;5.00
1724156228.496;200;5.00
1724156228.546;200;5.00
1724156228.595;200;5.00
1724156228.645;200;5.00
1724156228.696;200;5.00
1724156228.746;200;5.00
1724156228.796;200;5.00
1724156228.846;200;5.00
1724156228.896;200;5.00
1724156228.946;200;5.00
1724156228.996;200;5.00
1724156229.046;200;5.00
1724156229.096;200;5.00
1724156229.146;200;5.00
1724156229.196;200;5.00
1724156229.246;200;5.00
1724156229.296;200;5.00
1724156229.346;200;5.00
1724156229.396;200;5.00
1724156229.446;200;5.00
1724156229.496;200;5.00
1724156229.546;200;5.00
1724156229.596;200;5.00
1724156229.646;200;5.00
1724156229.696;200;5.00
1724156229.746;200;5.00
1724156229.797;200;5.00
1724156229.847;200;5.00
1724156229.897;200;5.00
1724156229.947;200;5.00
1724156229.997;200;5.00
1724156230.047;200;5.00
1724156230.097;200;5.00
1724156230.146;200;5.00
1724156230.196;200;5.00
1724156230.246;200;5.00
1724156230.296;200;5.00
1724156230.346;200;5.00
1724156230.396;200;5.00
1724156230.449;200;5.00
1724156230.496;200;5.00
1724156230.546;200;5.00
1724156230.596;200;5.00
1724156230.646;200;5.00
1724156230.696;200;5.00
1724156230.746;200;5.00
1724156230.796;200;5.00
1724156230.846;200;5.00
1724156230.896;200;5.00
1724156230.947;200;5.00
1724156230.997;200;5.00
1724156231.047;200;5.00
1724156231.096;200;5.00
1724156231.147;200;5.00
1724156231.197;200;5.00
1724156231.247;200;5.00
1724156231.297;200;5.00
1724156231.348;200;5.00
1724156231.398;200;5.00
1724156231.448;200;5.00
1724156231.498;200;5.00
1724156231.548;200;5.00
1724156231.597;200;5.00
1724156231.647;200;5.00
1724156231.697;200;5.00
1724156231.747;200;5.00
1724156231.797;200;5.00
1724156231.847;200;5.00
1724156231.897;200;5.00
1724156231.947;200;5.00
1724156231.997;200;5.00
1724156232.047;200;5.00
1724156232.097;200;5.00
1724156232.147;200;5.00
1724156232.197;200;5.00
1724156232.247;200;5.00
1724156232.297;200;5.00
1724156232.347;200;5.00
1724156232.397;200;5.00
1724156232.447;200;5.00
1724156232.497;200;5.00
1724156232.547;200;5.00
1724156232.597;200;5.00
1724156232.647;200;5.00
1724156232.697;200;5.00
1724156232.747;200;5.00
1724156232.797;200;5.00
1724156232.847;200;5.00
1724156232.897;200;5.00
1724156232.947;200;5.00
1724156232.997;200;5.00
1724156233.047;200;5.00
1724156233.097;200;5.00
1724156233.147;200;5.00
1724156233.197;200;5.00
1724156233.247;200;5.00
1724156233.297;200;5.00
1724156233.347;200;5.00
1724156233.397;200;5.00
1724156233.447;200;5.00
1724156233.497;200;5.00
1724156233.547;200;5.00
1724156233.597;200;5.00
1724156233.647;200;5.00
1724156233.697;200;5.00
1724156233.747;200;5.00
1724156233.797;200;5.00
1724156233.847;200;5.00
1724156233.897;200;5.00
1724156233.947;200;5.00
1724156233.997;200;5.00
1724156234.047;200;5.00
1724156234.097;200;5.00
1724156234.147;200;5.00
1724156234.197;200;5.00
1724156234.247;200;5.00
1724156234.297;200;5.00
1724156234.347;200;5.00
1724156234.397;200;5.00
1724156234.447;200;5.00
1724156234.497;200;5.00
1724156234.547;200;5.00
1724156234.597;200;5.00
1724156234.647;200;5.00
1724156234.697;200;5.00
1724156234.747;200;5.00
1724156234.797;200;5.00
1724156234.848;200;5.00
1724156234.898;200;5.00
1724156234.948;200;5.00
1724156234.998;200;5.00
1724156235.048;200;5.00
1724156235.098;200;5.00
1724156235.148;200;5.00
1724156235.198;200;5.00
1724156235.249;200;5.00
1724156235.299;200;5.00
1724156235.349;200;5.00
1724156235.398;200;5.00
1724156235.448;200;5.00
1724156235.498;200;5.00
1724156235.548;200;5.00
1724156235.599;200;5.00
1724156235.649;200;5.00
1724156235.699;200;5.00
1724156235.749;200;5.00
1724156235.799;200;5.00
1724156235.849;200;5.00
1724156235.898;200;5.00
1724156235.948;200;5.00
1724156235.998;200;5.00
1724156236.049;200;5.00
1724156236.098;200;5.00
1724156236.148;200;5.00
1724156236.198;200;5.00
1724156236.249;200;5.00
1724156236.299;200;5.00
1724156236.349;200;5.00
1724156236.400;200;5.00
1724156236.449;200;5.00
1724156236.499;200;5.00
1724156236.549;200;5.00
1724156236.600;200;5.00
1724156236.650;200;5.00
1724156236.700;200;5.00
1724156236.750;200;5.00
1724156236.800;200;5.00
1724156236.850;200;5.00
1724156236.900;200;5.00
1724156236.950;200;5.00
1724156237.001;200;5.00
1724156237.051;200;5.00
1724156237.101;200;5.00
1724156237.151;200;5.00
1724156237.201;200;5.00
1724156237.251;200;5.00
1724156237.302;200;5.00
1724156237.352;200;5.00
1724156237.402;200;5.00
1724156237.452;200;5.00
1724156237.502;200;5.00
1724156237.552;200;5.00
1724156237.601;200;5.00
1724156237.651;200;5.00
1724156237.701;200;5.00
1724156237.752;200;5.00
1724156237.802;200;5.00
1724156237.852;200;5.00
1724156237.902;200;5.00
1724156237.952;200;5.00
1724156238.002;200;5.00
1724156238.051;200;5.00
1724156238.101;200;5.00
1724156238.151;200;5.00
1724156238.201;200;5.00
1724156238.251;200;5.00
1724156238.302;200;5.00
1724156238.351;200;5.00
1724156238.401;200;5.00
1724156238.451;200;5.00
1724156238.501;200;5.00
1724156238.552;200;5.00
1724156238.605;200;5.00
1724156238.652;200;5.00
1724156238.702;200;5.00
1724156238.752;200;5.00
1724156238.802;200;5.00
1724156238.852;200;5.00
1724156238.902;200;5.00
1724156238.952;200;5.00
1724156239.002;200;5.00
1724156239.052;200;5.00
1724156239.103;200;5.00
1724156239.153;200;5.00
1724156239.203;200;5.00
1724156239.253;200;5.00
1724156239.303;200;5.00
1724156239.353;200;5.00
1724156239.403;200;5.00
1724156239.452;200;5.00
1724156239.502;200;5.00
1724156239.552;200;5.00
1724156239.602;200;5.00
1724156239.653;200;5.00
1724156239.703;200;5.00
1724156239.753;200;5.00
1724156239.803;200;5.00
1724156239.853;200;5.00
1724156239.904;200;5.00
1724156239.954;200;5.00
1724156240.004;200;5.00
1724156240.054;200;5.00
1724156240.104;200;5.00
1724156240.154;200;5.00
1724156240.204;200;5.00
1724156240.254;200;5.00
1724156240.304;200;5.00
1724156240.354;200;5.00
1724156240.404;200;5.00
1724156240.454;200;5.00
1724156240.503;200;5.00
1724156240.553;200;5.00
1724156240.603;200;5.00
