UnixTimestamp;Microseconds;MilliAmpere;BaseValue
1724155300.494;200;5.00
1724155300.542;200;5.00
1724155300.592;200;5.00
1724155300.642;200;5.00
1724155300.692;200;5.00
1724155300.742;200;5.00
1724155300.792;200;5.00
1724155300.842;200;5.00
1724155300.892;200;5.00
1724155300.942;200;5.00
1724155300.992;200;5.00
1724155301.042;200;5.00
1724155301.092;200;5.00
1724155301.142;200;5.00
1724155301.192;200;5.00
1724155301.242;200;5.00
1724155301.293;200;5.00
1724155301.342;200;5.00
1724155301.393;200;5.00
1724155301.442;200;5.00
1724155301.493;200;5.00
1724155301.543;200;5.00
1724155307.676;200;25.00;2221.00
1724155307.726;200;25.00;2221.00
1724155307.776;200;25.00;2221.00
1724155307.826;200;25.00;2221.00
1724155307.876;200;25.00;2221.00
1724155307.976;200;24.00;85688.00
1724155308.076;200;24.00;78225.00
1724155308.126;200;28.00;6.00
1724155308.176;200;28.00;6.00
1724155308.226;200;28.00;6.00
1724155308.276;200;28.00;6.00
1724155308.326;200;28.00;6.00
1724155308.426;200;28.00;6.00
1724155308.476;200;28.00;6.00
1724155308.526;200;25.00;98895.00
1724155308.576;200;25.00;98895.00
1724155308.626;200;25.00;98895.00
1724155308.676;200;28.00;6.00
1724155308.776;200;28.00;6.00
1724155308.826;200;28.00;6.00
1724155308.876;200;28.00;6.00
1724155308.926;200;28.00;6.00
1724155308.976;200;28.00;6.00
1724155309.026;200;24.00;55836.00
1724155309.126;200;28.00;6.00
1724155309.176;200;28.00;6.00
1724155309.226;200;28.00;6.00
1724155309.276;200;28.00;6.00
1724155309.326;200;24.00;37351.00
1724155309.576;200;24.00;5974.00
1724155309.676;200;24.00;8303.00
1724155309.726;200;24.00;8303.00
1724155309.776;200;24.00;8303.00
1724155309.826;200;24.00;8303.00
1724155309.876;200;25.00;17147.00
1724155309.927;200;28.00;6.00
1724155309.977;200;28.00;6.00
1724155310.027;200;28.00;6.00
1724155310.077;200;28.00;6.00
1724155310.127;200;28.00;6.00
1724155310.177;200;25.00;59973.00
1724155310.226;200;25.00;67206.00
1724155310.276;200;25.00;67206.00
1724155310.327;200;25.00;67206.00
1724155310.377;200;25.00;67206.00
1724155310.427;200;24.00;26099.00
1724155310.477;200;28.00;6.00
1724155310.528;200;24.00;90281.00
1724155310.578;200;24.00;90281.00
1724155310.628;200;24.00;90281.00
1724155310.678;200;28.00;6.00
1724155310.728;200;28.00;6.00
1724155310.778;200;28.00;6.00
1724155310.827;200;28.00;6.00
1724155310.878;200;28.00;6.00
1724155310.928;200;28.00;6.00
1724155310.979;200;28.00;6.00
1724155311.028;200;25.00;76277.00
1724155311.080;200;25.00;15942.00
1724155311.130;200;28.00;21577.00
1724155311.180;200;28.00;21577.00
1724155311.231;200;28.00;21577.00
1724155311.281;200;28.00;21577.00
1724155311.331;200;28.00;21577.00
1724155311.381;200;28.00;6.00
1724155311.430;200;28.00;6.00
1724155311.480;200;28.00;6.00
1724155311.531;200;28.00;6.00
1724155311.580;200;28.00;6.00
1724155311.630;200;28.00;6.00
1724155311.680;200;26.00;96688.00
1724155311.731;200;24.00;92347.00
1724155311.781;200;24.00;92347.00
1724155311.831;200;24.00;92347.00
1724155311.880;200;24.00;92347.00
1724155311.931;200;28.00;6.00
1724155311.981;200;28.00;6.00
1724155312.031;200;28.00;6.00
1724155312.100;200;28.00;6.00
1724155312.131;200;28.00;6.00
1724155312.181;200;26.00;47404.00
1724155312.231;200;28.00;6.00
1724155312.282;200;28.00;6.00
1724155312.332;200;28.00;6.00
1724155312.382;200;28.00;6.00
1724155312.432;200;28.00;6.00
1724155312.482;200;28.00;6.00
1724155312.533;200;24.00;18522.00
1724155312.583;200;24.00;18522.00
1724155312.633;200;24.00;18522.00
1724155312.682;200;24.00;1324.00
1724155312.733;200;24.00;24951.00
1724155326.647;200;23.00;86144.00
1724155326.697;200;23.00;86144.00
1724155326.747;200;23.00;86144.00
1724155326.848;200;28.00;6.00
1724155326.898;200;28.00;6.00
1724155326.948;200;28.00;6.00
1724155326.998;200;28.00;6.00
1724155327.048;200;23.00;94985.00
1724155327.098;200;28.00;6.00
1724155327.148;200;28.00;6.00
1724155327.198;200;28.00;6.00
1724155327.248;200;28.00;6.00
1724155327.298;200;23.00;93377.00
1724155327.398;200;24.00;15651.00
1724155327.448;200;24.00;15651.00
1724155327.498;200;24.00;15651.00
1724155327.548;200;26.00;52054.00
1724155327.749;200;25.00;13473.00
1724155327.799;200;25.00;13473.00
1724155327.850;200;25.00;13473.00
1724155327.900;200;25.00;13473.00
1724155327.951;200;28.00;6.00
1724155328.101;200;28.00;6.00
1724155328.151;200;28.00;6.00
1724155328.201;200;28.00;6.00
1724155328.300;200;28.00;6.00
1724155328.350;200;23.00;91655.00
1724155328.400;200;23.00;91655.00
1724155328.450;200;23.00;91655.00
1724155328.501;200;23.00;91655.00
1724155328.600;200;28.00;6.00
1724155328.651;200;28.00;6.00
1724155328.701;200;28.00;6.00
1724155328.751;200;28.00;6.00
1724155328.801;200;24.00;96251.00
1724155328.851;200;28.00;6.00
1724155328.901;200;28.00;6.00
1724155328.951;200;28.00;6.00
1724155329.001;200;28.00;6.00
1724155329.051;200;28.00;6.00
1724155329.164;200;28.00;6.00
1724155329.165;200;28.00;6.00
1724155329.201;200;28.00;6.00
1724155329.251;200;28.00;6.00
1724155329.301;200;28.00;6.00
1724155329.351;200;28.00;6.00
1724155329.402;200;28.00;6.00
1724155329.452;200;28.00;6.00
1724155329.502;200;28.00;6.00
1724155329.552;200;28.00;6.00
