UnixTimestamp;Microseconds;MilliAmpere;BaseValue
1724252973.649;200;50.00
1724252973.697;200;50.00
1724252973.747;200;50.00
1724252973.797;200;50.00
1724252973.846;200;50.00
1724252973.896;200;50.00
1724252973.946;200;50.00
1724252973.996;200;50.00
1724252974.047;200;50.00
1724252974.097;200;50.00
1724252974.147;200;50.00
1724252974.197;200;50.00
1724252974.247;200;50.00
1724252974.297;200;50.00
1724252974.346;200;50.00
1724252974.396;200;50.00
1724252974.446;200;50.00
1724252974.496;200;50.00
1724252974.546;200;50.00
1724252980.302;300;61.00;20007.00
1724252980.352;300;62.00;27069.00
1724252980.402;300;62.00;27069.00
1724252980.452;300;62.00;27069.00
1724252980.502;300;60.00;59876.00
1724252980.552;300;60.00;59876.00
1724252980.602;300;60.00;59876.00
1724252980.652;300;64.00;11784.00
1724252980.702;300;64.00;11784.00
1724252980.752;300;64.00;11784.00
1724252980.802;300;60.00;73117.00
1724252980.852;300;62.00;13384.00
1724252980.902;300;62.00;13384.00
1724252980.953;300;63.00;32186.00
1724252981.003;300;59.00;9399.00
1724252981.053;300;59.00;9399.00
1724252981.103;300;61.00;15127.00
1724252981.153;300;60.00;79392.00
1724252981.204;300;60.00;79392.00
1724252981.254;300;60.00;79392.00
1724252981.304;300;60.00;79392.00
1724252981.354;300;60.00;56013.00
1724252981.404;300;60.00;56013.00
1724252981.454;300;60.00;56013.00
1724252981.504;300;62.00;5318.00
1724252981.554;300;63.00;8957.00
1724252981.604;300;61.00;8769.00
1724252981.654;300;61.00;8769.00
1724252981.704;300;61.00;8769.00
1724252981.754;300;60.00;26372.00
1724252981.804;300;63.00;57123.00
1724252981.854;300;63.00;57123.00
1724252981.904;300;61.00;65728.00
1724252981.954;300;61.00;82533.00
1724252982.004;300;65.00;58890.00
1724252982.054;300;65.00;58890.00
1724252982.103;300;60.00;26376.00
1724252982.153;300;64.00;70091.00
1724252982.204;300;64.00;70091.00
1724252982.254;300;64.00;70091.00
1724252982.304;300;59.00;84657.00
1724252982.354;300;59.00;84657.00
1724252982.404;300;57.00;15015.00
1724252982.454;300;63.00;66077.00
1724252982.504;300;62.00;19325.00
1724252982.554;300;62.00;19325.00
1724252982.604;300;59.00;5167.00
1724252982.653;300;60.00;61308.00
1724252982.703;300;60.00;61308.00
1724252982.753;300;60.00;61308.00
1724252982.803;300;59.00;42057.00
1724252982.853;300;59.00;42057.00
1724252982.903;300;59.00;42057.00
1724252982.953;300;59.00;54131.00
1724252983.003;300;56.00;19131.00
1724252983.053;300;56.00;19131.00
1724252983.103;300;59.00;96038.00
1724252983.154;300;60.00;67199.00
1724252983.204;300;60.00;67199.00
1724252983.254;300;61.00;79.00
1724252983.304;300;59.00;64161.00
1724252983.354;300;59.00;64161.00
1724252983.404;300;63.00;89306.00
1724252983.454;300;60.00;15699.00
1724252983.504;300;60.00;15699.00
1724252983.554;300;60.00;15699.00
1724252983.604;300;63.00;74567.00
1724252983.654;300;63.00;74567.00
1724252983.704;300;64.00;36575.00
1724252983.754;300;60.00;28749.00
1724252983.804;300;60.00;28749.00
1724252983.854;300;60.00;28749.00
1724252983.905;300;62.00;24382.00
1724252983.955;300;59.00;86536.00
1724252984.005;300;59.00;86536.00
1724252984.055;300;59.00;86536.00
1724252984.105;300;61.00;93252.00
1724252984.155;300;61.00;93252.00
1724252984.205;300;61.00;93252.00
1724252984.255;300;59.00;79642.00
1724252984.305;300;63.00;40776.00
1724252984.355;300;63.00;40776.00
1724252984.405;300;64.00;10143.00
1724252984.455;300;62.00;90651.00
1724252984.505;300;62.00;90651.00
1724252984.555;300;64.00;1517.00
1724252984.605;300;63.00;2438.00
1724252984.655;300;63.00;2438.00
1724252984.705;300;60.00;39369.00
1724252984.755;300;59.00;6681.00
1724252984.805;300;59.00;6681.00
1724252984.855;300;59.00;6681.00
1724252984.906;300;63.00;30739.00
1724252984.956;300;63.00;30739.00
1724252985.006;300;63.00;10439.00
1724252985.056;300;58.00;27501.00
1724252985.106;300;58.00;27501.00
1724252985.156;300;58.00;27501.00
1724252985.206;300;61.00;13286.00
1724252985.256;300;60.00;34871.00
1724252985.306;300;60.00;34871.00
1724252985.356;300;60.00;34871.00
1724252992.182;300;58.00;9762.00
1724252992.232;300;60.00;51867.00
1724252992.282;300;60.00;51867.00
1724252992.333;300;60.00;51867.00
1724252992.383;300;60.00;27187.00
1724252992.433;300;57.00;7761.00
1724252992.483;300;57.00;7761.00
1724252992.533;300;63.00;11652.00
1724252992.583;300;63.00;11652.00
1724252992.632;300;63.00;11652.00
1724252992.682;300;59.00;16911.00
1724252992.734;300;59.00;90292.00
1724252992.784;300;59.00;90292.00
1724252992.834;300;62.00;43994.00
1724252992.884;300;62.00;43994.00
1724252992.934;300;62.00;43994.00
1724252992.984;300;60.00;99612.00
1724252993.034;300;63.00;86255.00
1724252993.084;300;63.00;86255.00
1724252993.134;300;60.00;93705.00
1724252993.184;300;60.00;62468.00
1724252993.234;300;60.00;62468.00
1724252993.284;300;60.00;62468.00
1724252993.334;300;60.00;58448.00
1724252993.384;300;60.00;58448.00
1724252993.434;300;60.00;58448.00
1724252993.484;300;60.00;9991.00
1724252993.534;300;60.00;27268.00
1724252993.584;300;60.00;27268.00
1724252993.634;300;61.00;16785.00
1724252993.685;300;61.00;16785.00
1724252993.735;300;60.00;119.00
1724252993.785;300;60.00;119.00
1724252993.835;300;59.00;88003.00
1724252993.885;300;62.00;10666.00
1724252993.935;300;62.00;10666.00
1724252993.985;300;62.00;10666.00
1724252994.034;300;60.00;15198.00
1724252994.084;300;59.00;65582.00
1724252994.134;300;59.00;65582.00
1724252994.184;300;59.00;65582.00
1724252994.234;300;60.00;20955.00
1724252994.284;300;60.00;20955.00
1724252994.334;300;60.00;20955.00
1724252994.384;300;63.00;6391.00
1724252994.434;300;63.00;66884.00
1724252994.484;300;63.00;66884.00
1724252994.534;300;63.00;66884.00
1724252994.584;300;61.00;76661.00
1724252994.634;300;63.00;7694.00
1724252994.684;300;63.00;7694.00
1724252994.734;300;60.00;9161.00
1724252994.784;300;62.00;2382.00
1724252994.834;300;62.00;2382.00
1724252994.884;300;62.00;2382.00
1724252994.934;300;62.00;87.00
1724252994.984;300;62.00;87.00
1724252995.034;300;62.00;87.00
1724252995.085;300;60.00;29683.00
1724252995.135;300;62.00;99015.00
1724252995.185;300;62.00;99015.00
1724252995.235;300;60.00;80437.00
1724252995.285;300;60.00;24879.00
1724252995.335;300;60.00;24879.00
1724252995.385;300;60.00;24879.00
1724252995.435;300;63.00;377.00
1724252995.485;300;63.00;377.00
1724252995.535;300;63.00;377.00
1724252995.585;300;62.00;79799.00
1724252995.635;300;64.00;24.00
1724252995.685;300;64.00;24.00
1724252995.735;300;63.00;9127.00
1724252995.785;300;63.00;9127.00
1724252995.835;300;60.00;7526.00
1724252995.885;300;60.00;7526.00
1724252995.934;300;59.00;97895.00
1724252995.984;300;60.00;35295.00
1724252996.034;300;60.00;35295.00
1724252996.085;300;60.00;35295.00
1724252996.135;300;60.00;78626.00
1724252996.185;300;59.00;96187.00
1724252996.235;300;59.00;96187.00
1724252996.286;300;58.00;95262.00
1724252996.336;300;61.00;9588.00
1724252996.386;300;61.00;9588.00
1724252996.436;300;61.00;9588.00
1724252996.486;300;61.00;14959.00
1724252996.536;300;59.00;88998.00
1724252996.586;300;59.00;88998.00
1724252996.636;300;60.00;11067.00
1724252996.686;300;63.00;76072.00
1724252996.736;300;63.00;76072.00
1724252996.786;300;63.00;76072.00
1724252996.836;300;61.00;357.00
1724252996.886;300;61.00;357.00
1724252996.936;300;61.00;357.00
1724252996.986;300;61.00;56234.00
1724252997.036;300;61.00;56234.00
1724252997.086;300;61.00;56234.00
1724252997.136;300;61.00;56234.00
1724252997.186;300;60.00;7821.00
1724253004.234;300;63.00;9221.00
1724253004.284;300;59.00;72794.00
1724253004.334;300;62.00;24746.00
1724253004.383;300;62.00;24746.00
1724253004.433;300;63.00;63003.00
1724253004.484;300;63.00;3364.00
1724253004.534;300;63.00;3364.00
1724253004.584;300;63.00;3364.00
1724253004.634;300;61.00;806.00
1724253004.684;300;61.00;806.00
1724253004.734;300;61.00;806.00
1724253004.784;300;60.00;29312.00
1724253004.834;300;60.00;50639.00
1724253004.884;300;60.00;50639.00
1724253004.934;300;60.00;50639.00
1724253004.984;300;63.00;9073.00
1724253005.034;300;63.00;13593.00
1724253005.091;300;63.00;13593.00
1724253005.134;300;64.00;6406.00
1724253005.184;300;59.00;73594.00
1724253005.234;300;59.00;73594.00
1724253005.284;300;59.00;73594.00
1724253005.335;300;59.00;90253.00
1724253005.386;300;60.00;54631.00
1724253005.436;300;60.00;54631.00
1724253005.486;300;60.00;54631.00
1724253005.536;300;61.00;88781.00
1724253005.586;300;61.00;88781.00
1724253005.636;300;61.00;88781.00
1724253005.686;300;60.00;3468.00
1724253005.736;300;60.00;2868.00
1724253005.786;300;60.00;2868.00
1724253005.836;300;61.00;24591.00
1724253005.886;300;60.00;8152.00
1724253005.936;300;60.00;8152.00
1724253005.986;300;60.00;8152.00
1724253006.036;300;60.00;45581.00
1724253006.086;300;60.00;45581.00
1724253006.136;300;60.00;45581.00
1724253006.187;300;62.00;22533.00
1724253006.236;300;62.00;10402.00
1724253006.287;300;62.00;10402.00
1724253006.337;300;61.00;51257.00
1724253006.387;300;60.00;19715.00
1724253006.437;300;63.00;681.00
1724253006.487;300;63.00;681.00
1724253006.537;300;60.00;27501.00
1724253006.587;300;60.00;4423.00
1724253006.637;300;60.00;4423.00
1724253006.687;300;60.00;4423.00
1724253006.736;300;61.00;4024.00
1724253006.786;300;61.00;4024.00
1724253006.836;300;61.00;4024.00
1724253006.886;300;60.00;26433.00
1724253006.936;300;59.00;60773.00
1724253006.986;300;59.00;60773.00
1724253007.036;300;59.00;60773.00
1724253007.087;300;59.00;81725.00
1724253007.137;300;59.00;29942.00
1724253007.187;300;59.00;29942.00
1724253007.236;300;60.00;99685.00
1724253007.286;300;60.00;99685.00
1724253007.336;300;60.00;99685.00
1724253007.386;300;63.00;52506.00
1724253007.436;300;60.00;19822.00
1724253007.486;300;60.00;19822.00
1724253007.536;300;61.00;32913.00
1724253007.587;300;61.00;35868.00
1724253007.637;300;61.00;35868.00
1724253007.687;300;61.00;35868.00
1724253007.737;300;60.00;29354.00
1724253007.787;300;59.00;82283.00
1724253007.837;300;59.00;82283.00
1724253007.887;300;59.00;82283.00
1724253007.936;300;61.00;56218.00
1724253007.986;300;61.00;56218.00
1724253008.036;300;61.00;56218.00
1724253008.086;300;64.00;26646.00
1724253008.136;300;60.00;76961.00
1724253008.186;300;60.00;76961.00
1724253008.236;300;63.00;55392.00
1724253008.286;300;60.00;19137.00
1724253008.337;300;60.00;19137.00
1724253008.387;300;60.00;19137.00
1724253008.438;300;61.00;6451.00
1724253008.488;300;60.00;45635.00
1724253008.539;300;60.00;45635.00
1724253008.589;300;60.00;45635.00
1724253008.638;300;64.00;26083.00
1724253008.688;300;64.00;26083.00
1724253008.738;300;64.00;26083.00
1724253008.788;300;63.00;44926.00
1724253008.839;300;63.00;44926.00
1724253008.889;300;63.00;44926.00
1724253008.938;300;63.00;95622.00
1724253008.988;300;63.00;95622.00
1724253009.038;300;63.00;95622.00
1724253009.094;300;59.00;25114.00
1724253009.141;300;61.00;46158.00
1724253009.191;300;61.00;46158.00
1724253009.241;300;62.00;57297.00
