UnixTimestamp;Microseconds;MilliAmpere;BaseValue
1724159787.297;200;5.00
1724159787.344;200;5.00
1724159787.394;200;5.00
1724159787.445;200;5.00
1724159787.495;200;5.00
1724159787.545;200;5.00
1724159787.595;200;5.00
1724159787.645;200;5.00
1724159787.696;200;5.00
1724159787.746;200;5.00
1724159787.795;200;5.00
1724159787.845;200;5.00
1724159787.895;200;5.00
1724159787.945;200;5.00
1724159787.996;200;5.00
1724159788.047;200;5.00
1724159788.097;200;5.00
1724159788.147;200;5.00
1724159788.196;200;5.00
1724159788.247;200;5.00
1724159788.297;200;5.00
1724159788.347;200;5.00
1724159788.397;200;5.00
1724159788.448;200;5.00
1724159788.498;200;5.00
1724159788.548;200;5.00
1724159788.598;200;5.00
1724159788.648;200;5.00
1724159799.612;200;24.00;11348.00
1724159799.812;200;28.00;6.00
1724159800.062;200;28.00;6.00
1724159800.262;200;28.00;6.00
1724159800.512;200;28.00;6.00
1724159800.712;200;28.00;6.00
1724159800.912;200;28.00;6.00
1724159801.112;200;28.00;6.00
1724159801.462;200;28.00;6.00
1724159801.712;200;28.00;6.00
1724159801.962;200;28.00;6.00
1724159802.362;200;28.00;6.00
1724159802.562;200;28.00;6.00
1724159802.762;200;28.00;6.00
1724159803.013;200;28.00;6.00
1724159803.212;200;28.00;6.00
1724159803.412;200;28.00;6.00
1724159803.767;200;28.00;6.00
1724159804.015;200;28.00;6.00
1724159804.215;200;28.00;6.00
1724159804.415;200;28.00;6.00
1724159804.764;200;28.00;6.00
1724159805.015;200;28.00;6.00
1724159805.370;200;28.00;6.00
1724159805.617;200;28.00;6.00
1724159805.967;200;28.00;6.00
1724159806.217;200;28.00;6.00
1724159806.417;200;28.00;6.00
1724159806.617;200;28.00;6.00
1724159806.819;200;28.00;6.00
1724159807.069;200;28.00;6.00
1724159807.320;200;28.00;6.00
1724159807.520;200;28.00;6.00
1724159807.720;200;28.00;6.00
1724159807.919;200;28.00;6.00
1724159808.270;200;28.00;6.00
1724159808.525;200;28.00;6.00
1724159808.822;200;28.00;6.00
1724159809.022;200;28.00;6.00
1724159809.272;200;28.00;6.00
1724159809.522;200;28.00;6.00
1724159809.723;200;28.00;6.00
1724159810.073;200;28.00;6.00
1724159810.324;200;28.00;6.00
1724159810.524;200;28.00;6.00
1724159810.875;200;28.00;6.00
1724159811.075;200;28.00;6.00
1724159811.325;200;28.00;6.00
1724159811.525;200;28.00;6.00
1724159811.726;200;28.00;6.00
1724159811.976;200;28.00;6.00
1724159812.227;200;28.00;6.00
1724159812.427;200;28.00;6.00
1724159812.676;200;28.00;6.00
1724159812.826;200;28.00;6.00
1724159813.077;200;28.00;6.00
1724159813.276;200;28.00;6.00
1724159813.526;200;28.00;6.00
1724159813.727;200;28.00;6.00
1724159813.927;200;28.00;6.00
1724159814.178;200;28.00;6.00
1724159814.378;200;28.00;6.00
1724159814.629;200;28.00;6.00
1724159814.829;200;28.00;6.00
1724159815.029;200;28.00;6.00
1724159815.229;200;28.00;6.00
1724159815.429;200;28.00;6.00
1724159815.780;200;28.00;6.00
1724159816.031;200;28.00;6.00
1724159816.380;200;28.00;6.00
1724159816.581;200;28.00;6.00
1724159816.831;200;28.00;6.00
1724159817.031;200;28.00;6.00
1724159817.381;200;28.00;6.00
1724159817.631;200;28.00;6.00
1724159817.981;200;28.00;6.00
1724159818.381;200;28.00;6.00
1724159818.630;200;28.00;6.00
1724159818.831;200;28.00;6.00
1724159819.181;200;28.00;6.00
1724159819.432;200;28.00;6.00
1724159819.682;200;28.00;6.00
1724159819.934;200;28.00;6.00
1724159820.133;200;28.00;6.00
1724159820.334;200;28.00;6.00
1724159820.585;200;28.00;6.00
1724159820.787;200;28.00;6.00
1724159821.036;200;28.00;6.00
1724159821.237;200;28.00;6.00
1724159821.437;200;28.00;6.00
1724159821.787;200;28.00;6.00
1724159822.037;200;28.00;6.00
1724159822.388;200;28.00;6.00
1724159822.638;200;28.00;6.00
1724159822.838;200;28.00;6.00
1724159823.188;200;28.00;6.00
1724159823.439;200;28.00;6.00
1724159823.690;200;28.00;6.00
